id,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
36,02/04/15 18:26,22.6,27.42666667,0,670.3333333,0.004652699,0
37,02/04/15 18:27,22.6,27.39,0,672,0.004646433,0
38,02/04/15 18:28,22.6,27.35666667,0,658,0.004640736,0
39,02/04/15 18:29,22.6,27.445,0,660.5,0.004655833,0
40,02/04/15 18:29,22.6,27.42666667,0,658,0.004652699,0
41,02/04/15 18:30,22.6,27.445,0,655,0.004655833,0
42,02/04/15 18:32,22.6,27.445,0,654.25,0.004655833,0
43,02/04/15 18:33,22.6,27.39,0,648,0.004646433,0
44,02/04/15 18:34,22.5,27.32333333,0,648.6666667,0.004606763,0
45,02/04/15 18:35,22.5,27.445,0,646,0.004627429,0
46,02/04/15 18:36,22.5,27.5,0,646,0.004636772,0
47,02/04/15 18:36,22.5,27.445,0,641.5,0.004627429,0
48,02/04/15 18:38,22.39,27.29,0,639,0.004570212,0
49,02/04/15 18:39,22.5,27.5,0,640,0.004636772,0
50,02/04/15 18:40,22.39,27.34,0,630.5,0.004578647,0
51,02/04/15 18:40,22.39,27.35666667,0,629.3333333,0.004581459,0
52,02/04/15 18:42,22.39,27.5,0,632,0.004605641,0
53,02/04/15 18:42,22.39,27.5,0,636.5,0.004605641,0
54,02/04/15 18:43,22.39,27.5,0,627.5,0.004605641,0
55,02/04/15 18:45,22.39,27.39,0,626,0.004587082,0
56,02/04/15 18:46,22.39,27.5,0,625.5,0.004605641,0
57,02/04/15 18:47,22.34,27.39,0,623.5,0.00457305,0
58,02/04/15 18:48,22.39,27.46333333,0,624.6666667,0.004599455,0
59,02/04/15 18:49,22.39,27.39,0,622,0.004587082,0
60,02/04/15 18:49,22.29,27.39,0,621,0.004559056,0
61,02/04/15 18:51,22.34,27.39,0,626.5,0.00457305,0
62,02/04/15 18:52,22.29,27.39,0,622,0.004559056,0
63,02/04/15 18:53,22.39,27.39,0,620,0.004587082,0
64,02/04/15 18:53,22.29,27.39,0,621.5,0.004559056,0
65,02/04/15 18:55,22.29,27.35666667,0,616.3333333,0.004553467,0
66,02/04/15 18:55,22.29,27.34,0,609,0.004550673,0
67,02/04/15 18:56,22.29,27.39,0,614,0.004559056,0
68,02/04/15 18:58,22.29,27.34,0,613.5,0.004550673,0
69,02/04/15 18:59,22.29,27.34,0,611,0.004550673,0
70,02/04/15 19:00,22.29,27.39,0,612,0.004559056,0
71,02/04/15 19:01,22.29,27.29,0,608,0.00454229,0
72,02/04/15 19:01,22.29,27.29,0,605.5,0.00454229,0
73,02/04/15 19:02,22.2675,27.315,0,608.5,0.004540214,0
74,02/04/15 19:04,22.2,27.29,0,608.5,0.004517288,0
75,02/04/15 19:05,22.245,27.29,0,602.5,0.004529774,0
76,02/04/15 19:06,22.2,27.29,0,598,0.004517288,0
77,02/04/15 19:07,22.2,27.29,0,595,0.004517288,0
78,02/04/15 19:08,22.2,27.29,0,591,0.004517288,0
79,02/04/15 19:08,22.245,27.245,0,591,0.00452225,0
80,02/04/15 19:09,22.2,27.2,0,595,0.004502283,0
81,02/04/15 19:11,22.2,27.29,0,594.3333333,0.004517288,0
82,02/04/15 19:12,22.2,27.29,0,593.5,0.004517288,0
83,02/04/15 19:13,22.2,27.29,0,592,0.004517288,0
84,02/04/15 19:14,22.15,27.245,0,586.5,0.004495971,0
85,02/04/15 19:14,22.2,27.2,0,586,0.004502283,0
86,02/04/15 19:15,22.15,27.245,0,586,0.004495971,0
87,02/04/15 19:17,22.2,27.245,0,584.5,0.004509785,0
88,02/04/15 19:18,22.1,27.245,0,584.5,0.004482195,0
89,02/04/15 19:19,22.1,27.2,0,585.5,0.004474738,0
90,02/04/15 19:20,22.13333333,27.2,0,584.6666667,0.004483903,0
91,02/04/15 19:21,22.2,27.2,0,577,0.004502283,0
92,02/04/15 19:21,22.1,27.2,0,580,0.004474738,0
93,02/04/15 19:23,22.125,27.2,0,582,0.00448161,0
94,02/04/15 19:24,22.2,27.2,0,580,0.004502283,0
95,02/04/15 19:25,22.1,27.15,0,578,0.004466454,0
96,02/04/15 19:25,22.1,27.2,0,576.5,0.004474738,0
97,02/04/15 19:27,22.1,27.2,0,580,0.004474738,0
98,02/04/15 19:27,22.1,27.2,0,572.5,0.004474738,0
99,02/04/15 19:28,22.1,27.2,0,567,0.004474738,0
100,02/04/15 19:30,22.1,27.2,0,568,0.004474738,0
101,02/04/15 19:31,22.1,27.2,0,574.5,0.004474738,0
102,02/04/15 19:32,22.1,27.2,0,564.3333333,0.004474738,0
103,02/04/15 19:33,22.1,27.2,0,563,0.004474738,0
104,02/04/15 19:34,22.1,27.15,0,564.5,0.004466454,0
105,02/04/15 19:34,22.06666667,27.16666667,0,566.3333333,0.004460078,0
106,02/04/15 19:36,22.1,27.1,0,562,0.004458169,0
107,02/04/15 19:37,22,27.1,0,565.5,0.004430876,0
108,02/04/15 19:38,22,27.1,0,570,0.004430876,0
109,02/04/15 19:38,22.05,27.15,0,562,0.004452763,0
110,02/04/15 19:40,22,27.1,0,560,0.004430876,0
111,02/04/15 19:40,22,27.1,0,558,0.004430876,0
112,02/04/15 19:41,22,27.1,0,556,0.004430876,0
113,02/04/15 19:43,22,27.1,0,557,0.004430876,0
114,02/04/15 19:44,21.9175,27.1,0,556.5,0.004408469,0
115,02/04/15 19:45,21.945,27.1,0,557.5,0.004415927,0
116,02/04/15 19:46,21.92666667,27.1,0,555,0.004410954,0
117,02/04/15 19:46,21.89,27.1,0,555,0.004401023,0
118,02/04/15 19:47,21.89,27.1,0,553,0.004401023,0
119,02/04/15 19:49,21.89,27.1,0,549.5,0.004401023,0
120,02/04/15 19:50,21.89,27.1,0,548.5,0.004401023,0
121,02/04/15 19:51,21.89,27.1,0,551.5,0.004401023,0
122,02/04/15 19:52,21.89,27.1,0,548.5,0.004401023,0
123,02/04/15 19:53,21.89,27.1,0,548,0.004401023,0
124,02/04/15 19:53,21.89,27.1,0,547.5,0.004401023,0
125,02/04/15 19:54,21.89,27.1,0,553,0.004401023,0
126,02/04/15 19:56,21.84,27.1,0,547.5,0.004387512,0
127,02/04/15 19:57,21.85666667,27.1,0,548.6666667,0.004392012,0
128,02/04/15 19:58,21.79,27.1,0,540,0.004374038,0
129,02/04/15 19:59,21.79,27.1,0,538,0.004374038,0
130,02/04/15 19:59,21.79,27.1,0,542,0.004374038,0
131,02/04/15 20:00,21.79,27.1,0,542,0.004374038,0
132,02/04/15 20:02,21.79,27.1,0,538,0.004374038,0
133,02/04/15 20:03,21.79,27.1,0,537.6666667,0.004374038,0
134,02/04/15 20:04,21.79,27.1,0,537.5,0.004374038,0
135,02/04/15 20:05,21.79,27.1,0,536,0.004374038,0
136,02/04/15 20:06,21.745,27.1,0,534.5,0.004361943,0
137,02/04/15 20:06,21.7,27.1,0,532.5,0.004349877,0
138,02/04/15 20:08,21.76,27.1,0,530,0.004365971,0
139,02/04/15 20:09,21.745,27.05,0,529.5,0.004353839,0
140,02/04/15 20:10,21.79,27.05,0,531,0.004365912,0
141,02/04/15 20:10,21.73,27,0,533.3333333,0.004341725,0
142,02/04/15 20:12,21.745,27,0,531,0.004345735,0
143,02/04/15 20:12,21.745,27,0,529,0.004345735,0
144,02/04/15 20:13,21.745,27,0,528.5,0.004345735,0
145,02/04/15 20:15,21.7,27,0,525,0.004333714,0
146,02/04/15 20:16,21.7,27,0,528.5,0.004333714,0
147,02/04/15 20:17,21.7,27,0,530.5,0.004333714,0
148,02/04/15 20:18,21.7,26.89,0,528,0.004315936,0
149,02/04/15 20:19,21.7,26.89,0,526,0.004315936,0
150,02/04/15 20:19,21.7,26.89,0,530,0.004315936,0
151,02/04/15 20:21,21.7,26.89,0,533.3333333,0.004315936,0
152,02/04/15 20:22,21.7,26.89,0,529,0.004315936,0
153,02/04/15 20:23,21.7,26.89,0,528,0.004315936,0
154,02/04/15 20:23,21.7,26.89,0,526,0.004315936,0
155,02/04/15 20:25,21.7,26.89,0,526,0.004315936,0
156,02/04/15 20:25,21.7,26.79,0,521,0.004299774,0
157,02/04/15 20:26,21.7,26.79,0,518,0.004299774,0
158,02/04/15 20:28,21.7,26.79,0,515.5,0.004299774,0
159,02/04/15 20:29,21.7,26.79,0,520,0.004299774,0
160,02/04/15 20:30,21.7,26.7675,0,523.5,0.004296138,0
161,02/04/15 20:31,21.7,26.79,0,525.5,0.004299774,0
162,02/04/15 20:31,21.7,26.79,0,525.5,0.004299774,0
163,02/04/15 20:32,21.7,26.79,0,514,0.004299774,0
164,02/04/15 20:34,21.7,26.7,0,518,0.00428523,0
165,02/04/15 20:35,21.7,26.7,0,518,0.00428523,0
166,02/04/15 20:36,21.7,26.7,0,520,0.00428523,0
167,02/04/15 20:37,21.6,26.7,0,521,0.004258922,0
168,02/04/15 20:38,21.6,26.6,0,518,0.004242862,0
169,02/04/15 20:38,21.6,26.65,0,517,0.004250892,0
170,02/04/15 20:39,21.6,26.6,0,511.5,0.004242862,0
171,02/04/15 20:41,21.65,26.65,0,514,0.004264003,0
172,02/04/15 20:42,21.6,26.55,0,515.5,0.004234832,0
173,02/04/15 20:43,21.6,26.5,0,517,0.004226803,0
174,02/04/15 20:44,21.6,26.5,0,515,0.004226803,0
175,02/04/15 20:44,21.6,26.5,0,512,0.004226803,0
176,02/04/15 20:45,21.6,26.5,0,515,0.004226803,0
177,02/04/15 20:47,21.65,26.55,0,511,0.004247894,0
178,02/04/15 20:48,21.6,26.5,0,514,0.004226803,0
179,02/04/15 20:49,21.6,26.445,0,508,0.004217971,0
180,02/04/15 20:50,21.6,26.4725,0,509.75,0.004222387,0
181,02/04/15 20:51,21.6,26.445,0,508.75,0.004217971,0
182,02/04/15 20:51,21.6,26.445,0,508.5,0.004217971,0
183,02/04/15 20:53,21.6,26.39,0,507,0.004209139,0
184,02/04/15 20:54,21.6,26.39,0,507,0.004209139,0
185,02/04/15 20:55,21.6,26.39,0,503.5,0.004209139,0
186,02/04/15 20:55,21.6,26.39,0,504,0.004209139,0
187,02/04/15 20:57,21.6,26.39,0,504,0.004209139,0
188,02/04/15 20:57,21.575,26.315,0,500.5,0.004190637,0
189,02/04/15 20:58,21.6,26.29,0,500,0.004193082,0
190,02/04/15 21:00,21.6,26.29,0,503.5,0.004193082,0
191,02/04/15 21:01,21.55,26.245,0,503,0.004172982,0
192,02/04/15 21:02,21.55,26.245,0,502.5,0.004172982,0
193,02/04/15 21:03,21.5,26.2,0,502,0.004152962,0
194,02/04/15 21:04,21.56666667,26.2,0,502,0.004170059,0
195,02/04/15 21:04,21.5,26.2,0,502.5,0.004152962,0
196,02/04/15 21:06,21.5,26.2,0,497,0.004152962,0
197,02/04/15 21:07,21.5,26.15,0,501.5,0.004144984,0
198,02/04/15 21:08,21.5,26.15,0,504,0.004144984,0
199,02/04/15 21:08,21.5,26.1,0,501,0.004137006,0
200,02/04/15 21:10,21.5,26.1,0,493.75,0.004137006,0
201,02/04/15 21:10,21.5,26.1,0,500,0.004137006,0
202,02/04/15 21:11,21.5,26.1,0,504.5,0.004137006,0
203,02/04/15 21:13,21.5,26.05,0,504,0.004129028,0
204,02/04/15 21:14,21.5,26.1,0,501,0.004137006,0
205,02/04/15 21:15,21.5,26,0,499,0.00412105,0
206,02/04/15 21:16,21.5,26,0,502,0.00412105,0
207,02/04/15 21:16,21.5,26,0,503.5,0.00412105,0
208,02/04/15 21:17,21.5,26,0,500.6666667,0.00412105,0
209,02/04/15 21:19,21.5,26,0,493,0.00412105,0
210,02/04/15 21:20,21.5,26,0,492.5,0.00412105,0
211,02/04/15 21:21,21.5,26,0,493,0.00412105,0
212,02/04/15 21:22,21.5,25.89,0,495.5,0.0041035,0
213,02/04/15 21:23,21.5,26,0,492.6666667,0.00412105,0
214,02/04/15 21:23,21.5,26,0,490,0.00412105,0
215,02/04/15 21:24,21.5,25.92666667,0,493,0.00410935,0
216,02/04/15 21:26,21.5,25.89,0,494.6666667,0.0041035,0
217,02/04/15 21:27,21.5,25.89,0,496,0.0041035,0
218,02/04/15 21:28,21.5,25.89,0,491,0.0041035,0
219,02/04/15 21:29,21.5,25.84,0,490.5,0.004095523,0
220,02/04/15 21:29,21.5,25.84,0,490,0.004095523,0
221,02/04/15 21:30,21.5,25.89,0,491,0.0041035,0
222,02/04/15 21:32,21.5,25.89,0,491.6666667,0.0041035,0
223,02/04/15 21:33,21.5,25.89,0,493.5,0.0041035,0
224,02/04/15 21:34,21.4725,25.865,0,493.75,0.004092568,0
225,02/04/15 21:35,21.5,25.84,0,490,0.004095523,0
226,02/04/15 21:36,21.5,25.79,0,488,0.004087546,0
227,02/04/15 21:36,21.5,25.79,0,490,0.004087546,0
228,02/04/15 21:38,21.5,25.79,0,487,0.004087546,0
229,02/04/15 21:39,21.445,25.745,0,492.5,0.004066556,0
230,02/04/15 21:40,21.445,25.745,0,493.5,0.004066556,0
231,02/04/15 21:40,21.46333333,25.76,0,493.3333333,0.004073542,0
232,02/04/15 21:42,21.445,25.745,0,488,0.004066556,0
233,02/04/15 21:42,21.5,25.79,0,487.5,0.004087546,0
234,02/04/15 21:43,21.42666667,25.73,0,485.3333333,0.004059579,0
235,02/04/15 21:45,21.39,25.7,0,484,0.004045656,0
236,02/04/15 21:46,21.39,25.7,0,489,0.004045656,0
237,02/04/15 21:47,21.445,25.745,0,488,0.004066556,0
238,02/04/15 21:48,21.5,25.79,0,493,0.004087546,0
239,02/04/15 21:49,21.39,25.7,0,491,0.004045656,0
240,02/04/15 21:49,21.445,25.745,0,488,0.004066556,0
241,02/04/15 21:51,21.445,25.745,0,487.25,0.004066556,0
242,02/04/15 21:52,21.39,25.7,0,489,0.004045656,0
243,02/04/15 21:53,21.5,25.79,0,489,0.004087546,0
244,02/04/15 21:53,21.39,25.7,0,486,0.004045656,0
245,02/04/15 21:55,21.42666667,25.73,0,484.6666667,0.004059579,0
246,02/04/15 21:55,21.39,25.7,0,485,0.004045656,0
247,02/04/15 21:56,21.39,25.7,0,487,0.004045656,0
248,02/04/15 21:58,21.39,25.7,0,492,0.004045656,0
249,02/04/15 21:59,21.39,25.7,0,490.6666667,0.004045656,0
250,02/04/15 22:00,21.39,25.7,0,488,0.004045656,0
251,02/04/15 22:01,21.39,25.7,0,485.5,0.004045656,0
252,02/04/15 22:01,21.39,25.7,0,486,0.004045656,0
253,02/04/15 22:02,21.39,25.7,0,485.5,0.004045656,0
254,02/04/15 22:04,21.39,25.7,0,486,0.004045656,0
255,02/04/15 22:05,21.39,25.7,0,480,0.004045656,0
256,02/04/15 22:06,21.39,25.7,0,481,0.004045656,0
257,02/04/15 22:07,21.39,25.7,0,481.6666667,0.004045656,0
258,02/04/15 22:08,21.39,25.7,0,485.5,0.004045656,0
259,02/04/15 22:08,21.39,25.7,0,485,0.004045656,0
260,02/04/15 22:09,21.39,25.7,0,473,0.004045656,0
261,02/04/15 22:11,21.39,25.7,0,475,0.004045656,0
262,02/04/15 22:12,21.39,25.7,0,486,0.004045656,0
263,02/04/15 22:13,21.39,25.7,0,481.5,0.004045656,0
264,02/04/15 22:14,21.39,25.7,0,483,0.004045656,0
265,02/04/15 22:14,21.39,25.7,0,479,0.004045656,0
266,02/04/15 22:15,21.39,25.7,0,479,0.004045656,0
267,02/04/15 22:17,21.39,25.7,0,479,0.004045656,0
268,02/04/15 22:18,21.34,25.7,0,479,0.004033195,0
269,02/04/15 22:19,21.39,25.7,0,479,0.004045656,0
270,02/04/15 22:20,21.39,25.7,0,477,0.004045656,0
271,02/04/15 22:21,21.39,25.7,0,477.5,0.004045656,0
272,02/04/15 22:21,21.29,25.7,0,477.5,0.004020769,0
273,02/04/15 22:23,21.34,25.7,0,480,0.004033195,0
274,02/04/15 22:24,21.29,25.7,0,480,0.004020769,0
275,02/04/15 22:25,21.34,25.7,0,482,0.004033195,0
276,02/04/15 22:25,21.32333333,25.7,0,480.3333333,0.004029049,0
277,02/04/15 22:27,21.34,25.7,0,477.5,0.004033195,0
278,02/04/15 22:27,21.29,25.7,0,476,0.004020769,0
279,02/04/15 22:28,21.39,25.7,0,479,0.004045656,0
280,02/04/15 22:30,21.39,25.7,0,471,0.004045656,0
281,02/04/15 22:31,21.29,25.7,0,474,0.004020769,0
282,02/04/15 22:32,21.29,25.7,0,477.5,0.004020769,0
283,02/04/15 22:33,21.34,25.7,0,476,0.004033195,0
284,02/04/15 22:34,21.29,25.7,0,474.25,0.004020769,0
285,02/04/15 22:34,21.39,25.7,0,475,0.004045656,0
286,02/04/15 22:36,21.29,25.7,0,476.5,0.004020769,0
287,02/04/15 22:37,21.34,25.7,0,474.5,0.004033195,0
288,02/04/15 22:38,21.29,25.7,0,478,0.004020769,0
289,02/04/15 22:38,21.29,25.7,0,475.3333333,0.004020769,0
290,02/04/15 22:40,21.29,25.7,0,477,0.004020769,0
291,02/04/15 22:40,21.29,25.7,0,475.5,0.004020769,0
292,02/04/15 22:41,21.29,25.7,0,477.5,0.004020769,0
293,02/04/15 22:43,21.29,25.7,0,477.5,0.004020769,0
294,02/04/15 22:44,21.29,25.7,0,478,0.004020769,0
295,02/04/15 22:45,21.29,25.7,0,473.5,0.004020769,0
296,02/04/15 22:46,21.29,25.7,0,472.5,0.004020769,0
297,02/04/15 22:46,21.29,25.7,0,472,0.004020769,0
298,02/04/15 22:47,21.29,25.7,0,469.5,0.004020769,0
299,02/04/15 22:49,21.29,25.7,0,466.6666667,0.004020769,0
300,02/04/15 22:50,21.29,25.7,0,467,0.004020769,0
301,02/04/15 22:51,21.29,25.7,0,469.5,0.004020769,0
302,02/04/15 22:52,21.2,25.6,0,469,0.003982828,0
303,02/04/15 22:53,21.29,25.7,0,471,0.004020769,0
304,02/04/15 22:53,21.29,25.7,0,469,0.004020769,0
305,02/04/15 22:54,21.26,25.66666667,0,467.3333333,0.00400809,0
306,02/04/15 22:56,21.245,25.65,0,471.5,0.004001763,0
307,02/04/15 22:57,21.23,25.63333333,0,471.6666667,0.003995443,0
308,02/04/15 22:58,21.29,25.7,0,475,0.004020769,0
309,02/04/15 22:59,21.2,25.6,0,471,0.003982828,0
310,02/04/15 22:59,21.2,25.6,0,471,0.003982828,0
311,02/04/15 23:00,21.245,25.65,0,471,0.004001763,0
312,02/04/15 23:02,21.245,25.65,0,474.5,0.004001763,0
313,02/04/15 23:03,21.2,25.6,0,475.5,0.003982828,0
314,02/04/15 23:04,21.2,25.6,0,474,0.003982828,0
315,02/04/15 23:05,21.2,25.6,0,469,0.003982828,0
316,02/04/15 23:06,21.2,25.6,0,474,0.003982828,0
317,02/04/15 23:06,21.2,25.6,0,474,0.003982828,0
318,02/04/15 23:08,21.2,25.6,0,468.5,0.003982828,0
319,02/04/15 23:09,21.2,25.6,0,469.5,0.003982828,0
320,02/04/15 23:10,21.2,25.6,0,472.5,0.003982828,0
321,02/04/15 23:10,21.2,25.6,0,467.5,0.003982828,0
322,02/04/15 23:12,21.2,25.6,0,469,0.003982828,0
323,02/04/15 23:12,21.2,25.55,0,466.5,0.003974999,0
324,02/04/15 23:13,21.2,25.5,0,469.5,0.003967171,0
325,02/04/15 23:15,21.2,25.5,0,469,0.003967171,0
326,02/04/15 23:16,21.2,25.5,0,467,0.003967171,0
327,02/04/15 23:17,21.2,25.5,0,467.3333333,0.003967171,0
328,02/04/15 23:18,21.2,25.5,0,467,0.003967171,0
329,02/04/15 23:19,21.2,25.5,0,464.5,0.003967171,0
330,02/04/15 23:19,21.2,25.445,0,466,0.00395856,0
331,02/04/15 23:21,21.2,25.5,0,473,0.003967171,0
332,02/04/15 23:22,21.2,25.39,0,475,0.003949949,0
333,02/04/15 23:23,21.2,25.39,0,471,0.003949949,0
334,02/04/15 23:23,21.2,25.39,0,470,0.003949949,0
335,02/04/15 23:25,21.2,25.39,0,466.25,0.003949949,0
336,02/04/15 23:25,21.2,25.39,0,467,0.003949949,0
337,02/04/15 23:26,21.2,25.39,0,473,0.003949949,0
338,02/04/15 23:28,21.2,25.39,0,468,0.003949949,0
339,02/04/15 23:29,21.2,25.39,0,463,0.003949949,0
340,02/04/15 23:30,21.2,25.39,0,466,0.003949949,0
341,02/04/15 23:31,21.2,25.39,0,467,0.003949949,0
342,02/04/15 23:31,21.2,25.29,0,468,0.003934293,0
343,02/04/15 23:32,21.2,25.39,0,468,0.003949949,0
344,02/04/15 23:34,21.2,25.29,0,468,0.003934293,0
345,02/04/15 23:35,21.2,25.34,0,465.5,0.003942121,0
346,02/04/15 23:36,21.2,25.39,0,464,0.003949949,0
347,02/04/15 23:37,21.2,25.34,0,464.5,0.003942121,0
348,02/04/15 23:38,21.2,25.29,0,465.6666667,0.003934293,0
349,02/04/15 23:38,21.2,25.365,0,465.75,0.003946035,0
350,02/04/15 23:39,21.2,25.39,0,464,0.003949949,0
351,02/04/15 23:41,21.2,25.39,0,467,0.003949949,0
352,02/04/15 23:42,21.15,25.39,0,466.5,0.003937767,0
353,02/04/15 23:43,21.2,25.39,0,465,0.003949949,0
354,02/04/15 23:44,21.2,25.39,0,462,0.003949949,0
355,02/04/15 23:44,21.2,25.39,0,459.6666667,0.003949949,0
356,02/04/15 23:45,21.2,25.29,0,458,0.003934293,0
357,02/04/15 23:47,21.2,25.34,0,462.5,0.003942121,0
358,02/04/15 23:48,21.2,25.29,0,467,0.003934293,0
359,02/04/15 23:49,21.2,25.29,0,466.5,0.003934293,0
360,02/04/15 23:50,21.2,25.29,0,463,0.003934293,0
361,02/04/15 23:51,21.2,25.29,0,465,0.003934293,0
362,02/04/15 23:51,21.2,25.29,0,463.25,0.003934293,0
363,02/04/15 23:53,21.2,25.29,0,460,0.003934293,0
364,02/04/15 23:54,21.2,25.29,0,457,0.003934293,0
365,02/04/15 23:55,21.2,25.29,0,456,0.003934293,0
366,02/04/15 23:55,21.245,25.245,0,454,0.003938177,0
367,02/04/15 23:57,21.23,25.23,0,454,0.003932179,0
368,02/04/15 23:57,21.29,25.29,0,458,0.003956216,0
369,02/04/15 23:58,21.2,25.2,0,456,0.003920204,0
370,02/05/15 0:00,21.245,25.245,0,456.5,0.003938177,0
371,02/05/15 0:01,21.245,25.245,0,458.5,0.003938177,0
372,02/05/15 0:02,21.26,25.26,0,459.6666667,0.003944183,0
373,02/05/15 0:03,21.245,25.245,0,464,0.003938177,0
374,02/05/15 0:04,21.245,25.2,0,465,0.003931113,0
375,02/05/15 0:04,21.29,25.2,0,461,0.003942048,0
376,02/05/15 0:06,21.245,25.2,0,458.5,0.003931113,0
377,02/05/15 0:07,21.29,25.2,0,459,0.003942048,0
378,02/05/15 0:08,21.29,25.2,0,451,0.003942048,0
379,02/05/15 0:08,21.29,25.2,0,456,0.003942048,0
380,02/05/15 0:10,21.29,25.2,0,463,0.003942048,0
381,02/05/15 0:10,21.29,25.2,0,461.6666667,0.003942048,0
382,02/05/15 0:11,21.29,25.2,0,458,0.003942048,0
383,02/05/15 0:13,21.29,25.2,0,450,0.003942048,0
384,02/05/15 0:14,21.29,25.2,0,457,0.003942048,0
385,02/05/15 0:15,21.29,25.2,0,456,0.003942048,0
386,02/05/15 0:16,21.29,25.2,0,456,0.003942048,0
387,02/05/15 0:16,21.29,25.2,0,461,0.003942048,0
388,02/05/15 0:17,21.29,25.2,0,463,0.003942048,0
389,02/05/15 0:19,21.29,25.2,0,460,0.003942048,0
390,02/05/15 0:20,21.29,25.2,0,456,0.003942048,0
391,02/05/15 0:21,21.29,25.2,0,454.5,0.003942048,0
392,02/05/15 0:22,21.29,25.2,0,448.5,0.003942048,0
393,02/05/15 0:23,21.29,25.2,0,453.5,0.003942048,0
394,02/05/15 0:23,21.29,25.2,0,454,0.003942048,0
395,02/05/15 0:24,21.29,25.2,0,454,0.003942048,0
396,02/05/15 0:26,21.29,25.245,0,450.5,0.003949132,0
397,02/05/15 0:27,21.29,25.245,0,453,0.003949132,0
398,02/05/15 0:28,21.2,25.2,0,457,0.003920204,0
399,02/05/15 0:29,21.2,25.2,0,452.5,0.003920204,0
400,02/05/15 0:29,21.2,25.2,0,449,0.003920204,0
401,02/05/15 0:30,21.2,25.2,0,458.6666667,0.003920204,0
402,02/05/15 0:32,21.2,25.2,0,454.5,0.003920204,0
403,02/05/15 0:33,21.2,25.245,0,455.5,0.003927249,0
404,02/05/15 0:34,21.2,25.245,0,453.5,0.003927249,0
405,02/05/15 0:35,21.2,25.29,0,452,0.003934293,0
406,02/05/15 0:36,21.2,25.29,0,451.5,0.003934293,0
407,02/05/15 0:36,21.2,25.29,0,451,0.003934293,0
408,02/05/15 0:38,21.16666667,25.35666667,0,450.3333333,0.003936616,0
409,02/05/15 0:39,21.16666667,25.39,0,450,0.003941824,0
410,02/05/15 0:40,21.15,25.39,0,453.5,0.003937767,0
411,02/05/15 0:40,21.1,25.39,0,454,0.003925619,0
412,02/05/15 0:42,21.15,25.39,0,452.5,0.003937767,0
413,02/05/15 0:42,21.1,25.39,0,454,0.003925619,0
414,02/05/15 0:43,21.1,25.39,0,457,0.003925619,0
415,02/05/15 0:45,21.1,25.46333333,0,450.3333333,0.003937029,0
416,02/05/15 0:46,21.1,25.5,0,451,0.003942734,0
417,02/05/15 0:47,21.1,25.5,0,451,0.003942734,0
418,02/05/15 0:48,21.05,25.445,0,449,0.003922035,0
419,02/05/15 0:49,21.1,25.5,0,449,0.003942734,0
420,02/05/15 0:49,21.05,25.445,0,450,0.003922035,0
421,02/05/15 0:51,21.05,25.445,0,449,0.003922035,0
