id,name,type,lat,lon,address,pkd,regon,competitors_1km,competitors_3km,competitors_5km,population_density,income_level,unemployment_rate,accessibility_score,rental_cost
4319420628,Warzelnia Smaków,restaurant,49.9833285,20.0565925,,restaurant,,63,111,204,200,40000,0.05,0.4100296644321755,1294.9851677839124
4319750132,Nova Sushi,restaurant,50.0229743,19.9020659,,restaurant,,55,194,588,200,40000,0.05,0.1,1502.9638755243766
4381023877,Momento,restaurant,50.0471358,19.9630092,,restaurant,,117,435,725,200,40000,0.05,0.40082532377610647,1299.5873381119468
4397860824,Kopalnia Smaku,restaurant,49.9846281,20.0566202,,restaurant,,64,111,207,200,40000,0.05,0.4133022620079341,1293.348868996033
4719351889,Peperone,restaurant,50.0407553,19.9966029,,restaurant,,29,215,649,200,40000,0.05,0.5910336485112664,1204.4831757443667
4762149722,Sushimy,restaurant,50.0271301,19.918714,,restaurant,,76,386,697,200,40000,0.05,0.1430603217256291,1428.4698391371853
4784285268,Mazi,restaurant,50.0440533,19.9485693,,restaurant,,233,456,719,200,40000,0.05,0.3228138997749408,1338.5930501125297
4784969385,Chinkalnia,restaurant,50.0473383,19.9469416,,restaurant,,221,444,702,200,40000,0.05,0.28893682014534683,1355.5315899273266
4984038064,Aldente Bistro,restaurant,50.0187249,19.9811222,,restaurant,,45,300,753,200,40000,0.05,0.7341065602821257,1132.946719858937
5074188290,Mexicana,restaurant,49.9959869,20.0571647,,restaurant,,16,138,240,200,40000,0.05,0.42694608476163776,1286.526957619181
5101459431,Praska,restaurant,50.0461986,19.9113507,,restaurant,,8,350,571,200,40000,0.05,0.1,1499.825195254544
5106018654,Zajazd Wielicki,restaurant,49.9949361,20.0506628,,restaurant,,27,139,242,200,40000,0.05,0.4908475290200225,1254.5762354899887
5109256312,Pizza1,restaurant,50.0447921,19.9571881,,restaurant,,195,450,737,200,40000,0.05,0.38038794362760986,1309.806028186195
5115887639,Manzana,restaurant,50.0444303,19.9520986,,restaurant,,237,455,723,200,40000,0.05,0.3466550926156817,1326.6724536921593
5126206690,Słowiańska Uczta,restaurant,50.0479704,19.9436652,,restaurant,,201,435,698,200,40000,0.05,0.26008318256715357,1369.9584087164233
5231191425,Pizzeria 00,restaurant,50.0423682,19.9440633,,restaurant,,224,478,715,200,40000,0.05,0.29828932043684175,1350.855339781579
5329001226,Meating Point,restaurant,50.0391955,19.9653318,,restaurant,,54,505,784,200,40000,0.05,0.4767246125136625,1261.6376937431687
5345791846,PePe pizza,restaurant,50.0158207,20.0120094,,restaurant,,67,179,439,200,40000,0.05,0.8013746650474887,1099.3126674762557
5345791892,El Toro,restaurant,50.0168294,20.0159921,,restaurant,,55,167,438,200,40000,0.05,0.767841440655334,1116.079279672333
5368349777,Makarun,restaurant,50.0449326,19.9709409,,restaurant,,80,414,742,200,40000,0.05,0.4648953527046952,1267.5523236476524
5528750091,Nesi's Home Kitchen,restaurant,50.0493185,19.9449388,,restaurant,,186,431,698,200,40000,0.05,0.26080786072294315,1369.5960696385284
5634953523,Bar Na Klinach,restaurant,50.0001303,19.9116591,,restaurant,,15,137,364,200,40000,0.05,0.11659003905888887,1441.7049804705555
5643501426,Orzo,restaurant,50.0475796,19.9600423,,restaurant,,152,430,726,200,40000,0.05,0.378675919873551,1310.6620400632246
5688091512,Ząbek czosnku,restaurant,50.0330304,20.0421168,,restaurant,,3,75,236,200,40000,0.05,0.46475873044018967,1267.6206347799052
5860966486,Zielonym do góry,restaurant,50.0461658,19.95554,,restaurant,,231,441,726,200,40000,0.05,0.3590653161483761,1320.467341925812
5901623418,Carl & Bart Zabłocie,restaurant,50.045231,19.9669924,,restaurant,,94,428,742,200,40000,0.05,0.44005848352169985,1279.97075823915
5901631807,Restauracja Poziomka,restaurant,50.0437249,19.9709995,,restaurant,,75,422,753,200,40000,0.05,0.4753195372171749,1262.3402313914125
5944799781,Tawerna Horn,restaurant,50.0329965,19.9955373,,restaurant,,17,238,672,200,40000,0.05,0.66703082672112,1166.48458663944
5945604780,WellDone,restaurant,50.0484712,19.9451943,,restaurant,,193,437,698,200,40000,0.05,0.2683496749177188,1365.8251625411406
5946255505,Augusta,restaurant,50.0473291,19.9484115,,restaurant,,223,440,705,200,40000,0.05,0.29989879024100996,1350.050604879495
5946255506,Slay Space,restaurant,50.0470283,19.9476805,,restaurant,,221,445,705,200,40000,0.05,0.29650934042163546,1351.7453297891823
5973426628,Husajn,restaurant,50.0236998,19.9970506,,restaurant,,23,230,671,200,40000,0.05,0.7611738120724352,1119.4130939637823
5989488685,Yapito Sushi Kliny,restaurant,50.0059072,19.9043606,,restaurant,,13,152,401,200,40000,0.05,0.1,1479.1082822337753
5992478563,Restauracja Niko,restaurant,49.9727164,19.9009776,,restaurant,,0,10,65,200,40000,0.05,0.1,1513.5618397700428
6049516485,Monkey Business,restaurant,50.0452536,19.9478482,,restaurant,,226,454,711,200,40000,0.05,0.30951476799280575,1345.242616003597
6123472621,Bar Mleczny Zdrowie,restaurant,50.0237175,19.9923475,,restaurant,,34,270,706,200,40000,0.05,0.7507851203278949,1124.6074398360524
6178041805,Pieprz i Wanilia,restaurant,50.0153194,19.9505113,,restaurant,,51,314,816,200,40000,0.05,0.4819444581852048,1259.0277709073976
6192069412,Afrin,restaurant,50.0265596,19.9121526,,restaurant,,82,297,662,200,40000,0.05,0.1,1458.8730227121696
6223298953,Pierogarnia Pycha Micha,restaurant,50.0245421,19.9828566,,restaurant,,35,319,762,200,40000,0.05,0.7006321934526291,1149.6839032736855
6304273053,Yana Sushi & Ramen,restaurant,50.0455028,19.955739,,restaurant,,224,443,726,200,40000,0.05,0.36521334853038945,1317.3933257348053
6310970248,Fabryka Pizzy,restaurant,50.0067771,19.9673799,,restaurant,,43,245,763,200,40000,0.05,0.6668333737572222,1166.583313121389
6358211856,Ogniem i Mieczem,restaurant,50.0427494,19.9434827,,restaurant,,226,475,714,200,40000,0.05,0.2913593012217137,1354.320349389143
6359448277,Przystanek Korona Resto & Bar,restaurant,50.0436813,19.9475247,,restaurant,,217,462,720,200,40000,0.05,0.3172326106366553,1341.3836946816723
6384460486,Beztroski Pomidor Włoski,restaurant,49.9719873,20.0617699,,restaurant,,4,109,124,200,40000,0.05,0.3217499054699602,1339.12504726502
6468738796,Irlandia,restaurant,50.016501,20.012333,,restaurant,,62,180,440,200,40000,0.05,0.7939937161152653,1103.0031419423674
6470912874,Trattoria sotto il forte,restaurant,50.0015514,19.9048753,,restaurant,,14,119,355,200,40000,0.05,0.1,1475.6867507102204
6471802986,Quchnia,restaurant,50.0349663,19.9383183,,restaurant,,70,560,745,200,40000,0.05,0.2909672609406396,1354.51636952968
6673727766,Centuś,restaurant,50.0355773,20.0244616,,restaurant,,4,142,331,200,40000,0.05,0.5682461175797109,1215.8769412101447
6695085920,Tutti Santi Kraków,restaurant,50.0153865,19.9322439,,restaurant,,37,343,750,200,40000,0.05,0.30518826510629493,1347.4058674468524
6814021300,Pierogarnia Dzień Dobry,restaurant,49.9819538,20.0605438,,restaurant,,61,114,185,200,40000,0.05,0.3682392024761123,1315.880398761944
6855035987,restaurant_6855035987,restaurant,50.0182629,19.9397391,,restaurant,,36,413,772,200,40000,0.05,0.37032471977851544,1314.8376401107423
6967360985,Po Krakosku,restaurant,50.0483933,19.9446093,,restaurant,,195,437,698,200,40000,0.05,0.2644701820197839,1367.764908990108
7009938264,Mustachos,restaurant,50.0497841,19.9633496,,restaurant,,100,411,697,200,40000,0.05,0.38180032085339943,1309.0998395733002
7086813188,Hoang Hai,restaurant,50.0391745,19.9416742,,restaurant,,131,517,731,200,40000,0.05,0.29739481955439895,1351.3025902228005
7086813190,Mezzalians,restaurant,50.0396491,19.9419598,,restaurant,,157,515,731,200,40000,0.05,0.29709773461384104,1351.4511326930794
7086813206,Bar Thien Puoc,restaurant,50.0423325,19.9445676,,restaurant,,224,479,717,200,40000,0.05,0.30251942492925743,1348.7402875353714
7108281292,Pierwszy Stopień,restaurant,50.0499923,19.9425293,,restaurant,,180,427,692,200,40000,0.05,0.23828408065868056,1380.8579596706597
7111055305,Bottiglieria 1881,restaurant,50.0486716,19.9462338,,restaurant,,204,434,698,200,40000,0.05,0.27476011492750263,1362.6199425362488
7111055308,The BlueBerry Resto & Bar,restaurant,50.0486841,19.94527,,restaurant,,192,435,698,200,40000,0.05,0.2675032769486144,1366.2483615256929
7760753491,Art&Craft Atelier,restaurant,50.0448232,19.9459839,,restaurant,,217,461,711,200,40000,0.05,0.2980841704698408,1350.9579147650795
8046889608,Bistro Kampus,restaurant,49.9855907,20.076961,,restaurant,,19,110,152,200,40000,0.05,0.2170170214180882,1391.491489290956
8075497582,"Jadłodajnia ""Titum""",restaurant,49.9847624,20.0613885,,restaurant,,64,114,190,200,40000,0.05,0.36748657041846744,1316.2567147907662
8110987548,"Restauracja ""Dobczyckie Przysmaki""",restaurant,49.9692441,20.0110843,,restaurant,,1,7,139,200,40000,0.05,0.6730769063984365,1163.4615468007817
8110987550,Restauracjal Vinnica,restaurant,49.9694432,20.0121348,,restaurant,,1,9,139,200,40000,0.05,0.6712187053252692,1164.3906473373654
8170645833,Just Sos,restaurant,50.0106881,19.9566371,,restaurant,,71,241,821,200,40000,0.05,0.5533931731354506,1223.3034134322747
8177323013,Olio,restaurant,50.0465689,19.9501271,,restaurant,,229,445,712,200,40000,0.05,0.3176534163916582,1341.1732918041707
8444824389,Thai Cooking,restaurant,49.9907852,20.0468956,,restaurant,,39,118,234,200,40000,0.05,0.5220763828392697,1238.9618085803652
8818526009,Ciao Bella,restaurant,50.0445171,19.9588775,,restaurant,,174,455,747,200,40000,0.05,0.39396104096683415,1303.019479516583
8914324968,Połamane Smaki,restaurant,49.9910304,20.0467567,,restaurant,,36,118,234,200,40000,0.05,0.5239072864399243,1238.046356780038
8977959904,Kuchnia u Macieja,restaurant,50.0128146,19.9718677,,restaurant,,45,264,795,200,40000,0.05,0.6908656802537239,1154.567159873138
9048998596,Amici,restaurant,50.0241641,19.9957201,,restaurant,,31,241,673,200,40000,0.05,0.7545980291806913,1122.7009854096543
9075752799,Róża Bar Kraków,restaurant,50.0307662,19.9326701,,restaurant,,65,564,737,200,40000,0.05,0.25973825598979994,1370.1308720051002
9165744417,Salta House,restaurant,50.0464558,19.9498992,,restaurant,,230,446,712,200,40000,0.05,0.3167554234185519,1341.622288290724
9313098982,Ramen People,restaurant,50.0463814,19.9497163,,restaurant,,231,448,712,200,40000,0.05,0.31591778625297795,1342.0411068735111
9333944138,Kazoku Sushi,restaurant,49.9834293,20.0699774,,restaurant,,49,115,166,200,40000,0.05,0.28087382127682503,1359.5630893615876
9358511687,A'Bracciate Pasta & Wine,restaurant,50.0462756,19.9269632,,restaurant,,50,445,666,200,40000,0.05,0.13537260570808862,1432.3136971459558
9460556304,Haldi,restaurant,50.0453955,19.9579419,,restaurant,,187,446,737,200,40000,0.05,0.38115953624058485,1309.4202318797074
9579628145,Wypiekane,restaurant,50.0128184,20.0087395,,restaurant,,71,160,449,200,40000,0.05,0.8448580524777307,1077.5709737611346
9995629771,Los Gorditos,restaurant,50.0487609,19.9421862,,restaurant,,192,437,696,200,40000,0.05,0.2436891618355599,1378.15541908222
10043747718,Calipso,restaurant,50.0456698,19.9307277,,restaurant,,90,453,686,200,40000,0.05,0.1702782286012916,1414.8608856993542
10110253060,Estragon,restaurant,50.0495962,19.9431157,,restaurant,,183,433,696,200,40000,0.05,0.2453075698716496,1377.3462150641753
10114040621,Sushi Friends,restaurant,50.0203705,19.9563135,,restaurant,,52,449,819,200,40000,0.05,0.5179763955468657,1241.0118022265672
10148000877,Paleo,restaurant,50.0472067,19.961556,,restaurant,,134,432,727,200,40000,0.05,0.3911967755596588,1304.4016122201706
10177388835,Toro Sushi,restaurant,50.0420644,19.9449474,,restaurant,,223,479,722,200,40000,0.05,0.3071650619288848,1346.4174690355576
10220627782,Tinctura,restaurant,50.0441475,19.9508273,,restaurant,,232,460,721,200,40000,0.05,0.33917050750287536,1330.4147462485623
10220632301,Primo,restaurant,50.0451253,19.9482967,,restaurant,,228,454,712,200,40000,0.05,0.3137402874290097,1343.1298562854952
10221679207,Ed Red,restaurant,50.0486958,19.9463748,,restaurant,,204,435,698,200,40000,0.05,0.27564214557446587,1362.1789272127671
10222457076,Nat Bistro,restaurant,50.0492839,19.943229,,restaurant,,187,433,696,200,40000,0.05,0.24821218151595226,1375.893909242024
10606209939,MeM Pizza,restaurant,50.0039494,20.0649254,,restaurant,,3,132,232,200,40000,0.05,0.34954590280942854,1325.2270485952859
10653336283,Nóż & Widelec,restaurant,50.0469079,19.9539058,,restaurant,,230,437,717,200,40000,0.05,0.3423506742913843,1328.824662854308
10723917455,Roru Sushi,restaurant,50.0445164,19.9590323,,restaurant,,172,455,747,200,40000,0.05,0.39501551158315795,1302.492244208421
10723917460,chez nicholas,restaurant,50.0458241,19.9555897,,restaurant,,231,442,726,200,40000,0.05,0.3618681259410661,1319.065937029467
10727789050,Da Diego,restaurant,50.0225733,20.0505291,,restaurant,,21,86,279,200,40000,0.05,0.4465793806064189,1276.7103096967905
10748906616,Hello India,restaurant,50.0488216,19.94248,,restaurant,,192,436,696,200,40000,0.05,0.24553999267292548,1377.2300036635372
10784604510,Hala Forum,restaurant,50.0452201,19.9362259,,restaurant,,199,448,701,200,40000,0.05,0.21820761868510585,1390.896190657447
10788325728,Sphinx,restaurant,50.0269669,19.9513768,,restaurant,,31,625,793,200,40000,0.05,0.4439937703721265,1278.0031148139367
10886948337,Industrialna Pizza & More,restaurant,50.0285176,19.9170766,,restaurant,,76,407,682,200,40000,0.05,0.12309956224667129,1438.4502188766644
10899056852,HUBanero Bistro,restaurant,50.0353913,19.9436586,,restaurant,,85,572,754,200,40000,0.05,0.33465065795101745,1332.6746710244913
10945798161,Bacchus Grill,restaurant,50.0454107,19.9562453,,restaurant,,211,445,729,200,40000,0.05,0.36939668201159204,1315.301658994204
11080290905,Baron,restaurant,50.048969,19.9596465,,restaurant,,148,422,709,200,40000,0.05,0.3654633246809269,1317.2683376595367
11085087006,Malborski Ogród,restaurant,50.0253472,19.9724566,,restaurant,,35,479,798,200,40000,0.05,0.6256847009004464,1187.1576495497768
11122101388,Da Grasso,restaurant,49.9819318,20.0595335,,restaurant,,62,114,187,200,40000,0.05,0.37785070332836224,1311.074648335819
11145574202,Salute!,restaurant,50.0479058,19.9641751,,restaurant,,105,420,721,200,40000,0.05,0.40180361638920536,1299.0981918053974
11220168582,Kropka,restaurant,50.0439245,19.9498974,,restaurant,,228,459,718,200,40000,0.05,0.33369434738926795,1333.152826305366
11279053626,Kuchnia domowa,restaurant,49.9727442,20.0615551,,restaurant,,4,110,127,200,40000,0.05,0.3268054538508278,1336.5972730745862
11374398346,Fit & Full,restaurant,50.0175689,19.9864726,,restaurant,,40,282,726,200,40000,0.05,0.7782666470803173,1110.8666764598413
11468916032,Manufaktura Pieroga,restaurant,50.0378339,19.93823,,restaurant,,103,528,728,200,40000,0.05,0.2756425682572109,1362.1787158713946
11472803707,Yapito Sushi Bar,restaurant,50.0200088,20.0590549,,restaurant,,20,73,245,200,40000,0.05,0.3764750773665959,1311.762461316702
11477017741,Ima Sushi,restaurant,50.0454663,19.9333524,,restaurant,,159,454,695,200,40000,0.05,0.19321086884799676,1403.3945655760017
11508221869,Vamos!,restaurant,50.0453334,19.9482591,,restaurant,,228,454,712,200,40000,0.05,0.31208736831123796,1343.9563158443812
11510416769,Biblioteka,restaurant,50.0463218,19.9495869,,restaurant,,231,448,712,200,40000,0.05,0.3153694567980392,1342.3152716009804
11565272663,Viet Flavour,restaurant,50.0483103,19.944132,,restaurant,,196,436,698,200,40000,0.05,0.2614122590991811,1369.2938704504095
11632049722,Dragon Tail,restaurant,50.0494775,19.9431379,,restaurant,,184,433,696,200,40000,0.05,0.24625459055061671,1376.8727047246916
11635681309,Daigo Sushi,restaurant,50.0486424,19.9460593,,restaurant,,202,434,698,200,40000,0.05,0.27366108501267317,1363.1694574936635
11635710272,Charlotte Menora,restaurant,50.0480427,19.9459464,,restaurant,,205,442,700,200,40000,0.05,0.27682002957422225,1361.589985212889
11635710273,BaWietka,restaurant,50.0481262,19.9457985,,restaurant,,204,441,700,200,40000,0.05,0.2751597604513103,1362.4201197743448
11666937229,Hugo Asia,restaurant,50.0486073,19.9424767,,restaurant,,196,437,697,200,40000,0.05,0.24689976389726098,1376.5501180513695
11666937233,Curry up!,restaurant,50.0489686,19.9430446,,restaurant,,192,435,697,200,40000,0.05,0.24887808079379292,1375.5609596031036
11753479811,Wine Garage Wine & Food,restaurant,50.0422309,19.946392,,restaurant,,224,471,721,200,40000,0.05,0.31755831173571725,1341.2208441321413
11966352238,Konfederacka,restaurant,50.0499619,19.9264977,,restaurant,,44,402,619,200,40000,0.05,0.11124921620849526,1444.3753918957523
12009008624,Karczma Górnicza,restaurant,49.983521,20.0544533,,restaurant,,63,111,209,200,40000,0.05,0.4310782723528874,1284.4608638235563
12013273889,Pizzeria Marina,restaurant,50.0200899,20.0174948,,restaurant,,45,170,422,200,40000,0.05,0.7336032828561628,1133.1983585719186
12033029773,Yalta,restaurant,50.0347358,19.9323045,,restaurant,,80,548,730,200,40000,0.05,0.23912836024136785,1380.435819879316
12035555798,Grenier Piekarnia & Restauracja,restaurant,50.0396389,19.9849818,,restaurant,,33,349,716,200,40000,0.05,0.5761145526855167,1211.9427236572417
12068107707,Papapasta,restaurant,50.0480175,19.9605441,,restaurant,,143,429,717,200,40000,0.05,0.37851401053120803,1310.742994734396
12068112855,Del Jero,restaurant,50.0480173,19.9607154,,restaurant,,142,430,719,200,40000,0.05,0.37960166856690536,1310.1991657165472
12068119312,Zeus Table,restaurant,50.047954,19.9606774,,restaurant,,142,430,721,200,40000,0.05,0.37985058358814805,1310.074708205926
12068121781,Doskoi,restaurant,50.0479086,19.9606489,,restaurant,,143,430,721,200,40000,0.05,0.38002072412297205,1309.989637938514
12073393569,Yōko,restaurant,50.0475115,19.9623929,,restaurant,,121,432,724,200,40000,0.05,0.3940596891887944,1302.9701554056028
12095910503,Las Weges,restaurant,50.0239856,19.903506,,restaurant,,60,214,619,200,40000,0.05,0.1,1497.1519144929475
12106969035,Just Joloff,restaurant,50.0437694,19.9591193,,restaurant,,172,457,748,200,40000,0.05,0.4010849802476064,1299.4575098761968
12158301449,Hankki,restaurant,50.0498122,19.9591398,,restaurant,,146,419,702,200,40000,0.05,0.3557321044099837,1322.1339477950082
12178372411,Hai Hoang,restaurant,50.0432868,19.9717914,,restaurant,,69,427,751,200,40000,0.05,0.4833306503962419,1258.334674801879
12247115732,coś na obiad,restaurant,50.0164973,19.9703356,,restaurant,,40,286,817,200,40000,0.05,0.6605684848677122,1169.7157575661438
12261029428,Esencja,restaurant,50.0424713,19.9793929,,restaurant,,38,405,717,200,40000,0.05,0.5279339141497037,1236.033042925148
12311641294,Pizzeria Nocna Od Zmroku Do Świtu,restaurant,50.0093079,19.9539588,,restaurant,,68,233,817,200,40000,0.05,0.5302735796391509,1234.8632101804246
12368252128,Domino's Pizza,restaurant,50.0113132,20.0100733,,restaurant,,69,158,451,200,40000,0.05,0.8485206723246079,1075.739663837696
12537417348,Pizzeria Salumeria,restaurant,50.0454102,19.9958763,,restaurant,,22,165,633,200,40000,0.05,0.5440294783947175,1227.9852608026413
12944748601,Little Saigon,restaurant,50.045299,19.9477208,,restaurant,,226,454,710,200,40000,0.05,0.30825480459636745,1345.8725977018162
13007424710,Pizza Hut,restaurant,50.0288224,19.9531914,,restaurant,,32,616,798,200,40000,0.05,0.45029318944367946,1274.8534052781602
13096200347,Vatti,restaurant,50.0421347,19.9995266,,restaurant,,20,180,627,200,40000,0.05,0.5786264066591431,1210.6867966704285
13196320905,hOla Kurczak,restaurant,50.0095722,19.9535983,,restaurant,,64,235,817,200,40000,0.05,0.5262126240886036,1236.8936879556982
